item,&,accessories,almonds,antioxydant,asparagus,avocado,babies,bacon,bar,barbecue,bars,beans,beef,black,blanc,blueberries,body,bramble,bread,brownies,bug,burger,burgers,butter,cake,candy,carrots,cauliflower,cereals,champagne,cheese,chicken,chili,chocolate,chutney,cider,clothes,cookies,cooking,corn,cottage,cream,dark,dessert,dogs,drink,eggplant,eggs,energy,escalope,extra,fat,flax,flour,food,free,french,fresh,fries,fromage,frozen,gluten,grapes,grated,green,ground,gums,ham,hand,herb,honey,hot,juice,ketchup,light,low,magazines,mashed,mayo,mayonnaise,meatballs,melons,milk,mineral,mint,mix,muffins,mushroom,napkins,nonfat,oatmeal,oil,olive,pancakes,parmesan,pasta,pepper,pet,pickles,potato,protein,red,rice,salad,salmon,salt,sandwich,sauce,seed,shallot,shampoo,shrimp,smoothie,soda,soup,spaghetti,sparkling,spinach,spray,strawberries,strong,tea,tomato,tomatoes,toothpaste,tuna,turkey,vegetables,water,weat,wheat,white,whole,wine,yams,yogurt,zucchini
burger,0.13636363636363635,0.022727272727272728,0.0,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.0,0.0,0.09090909090909091,0.045454545454545456,0.0,0.022727272727272728,0.25,0.022727272727272728,0.0,0.11363636363636363,0.022727272727272728,0.0,0.13636363636363635,0.09090909090909091,0.09090909090909091,1.0,0.06818181818181818,0.06818181818181818,0.18181818181818182,0.0,0.022727272727272728,0.0,0.06818181818181818,0.0,0.09090909090909091,0.2727272727272727,0.045454545454545456,0.29545454545454547,0.0,0.0,0.022727272727272728,0.022727272727272728,0.11363636363636363,0.022727272727272728,0.022727272727272728,0.09090909090909091,0.09090909090909091,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.2727272727272727,0.022727272727272728,0.11363636363636363,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.18181818181818182,0.0,0.22727272727272727,0.0,0.045454545454545456,0.06818181818181818,0.18181818181818182,0.25,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.13636363636363635,0.09090909090909091,0.06818181818181818,0.06818181818181818,0.0,0.06818181818181818,0.09090909090909091,0.045454545454545456,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.2727272727272727,0.4090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.022727272727272728,0.0,0.022727272727272728,0.022727272727272728,0.29545454545454547,0.13636363636363635,0.1590909090909091,0.0,0.022727272727272728,0.22727272727272727,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.11363636363636363,0.0,0.13636363636363635,0.0,0.045454545454545456,1.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.022727272727272728,0.09090909090909091,0.4090909090909091,0.0,0.0,0.11363636363636363,0.0,0.0,0.1590909090909091,0.06818181818181818,0.09090909090909091,0.06818181818181818,0.022727272727272728,0.1590909090909091,0.11363636363636363,0.4090909090909091,0.0,0.06818181818181818,0.022727272727272728,0.06818181818181818,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.0
burgers,0.047400611620795105,0.0045871559633027525,0.05963302752293578,0.0061162079510703364,0.00764525993883792,0.05198776758409786,0.010703363914373088,0.022935779816513763,0.07339449541284404,0.022935779816513763,0.0045871559633027525,0.009174311926605505,0.13761467889908258,0.02599388379204893,0.024464831804281346,0.010703363914373088,0.01529051987767584,0.0030581039755351682,0.04892966360856269,0.0382262996941896,0.012232415902140673,0.0045871559633027525,1.0,0.035168195718654434,0.154434250764526,0.0045871559633027525,0.03058103975535168,0.0061162079510703364,0.039755351681957186,0.04434250764525994,0.12996941896024464,0.07186544342507645,0.0061162079510703364,0.20948012232415902,0.0045871559633027525,0.024464831804281346,0.0045871559633027525,0.06422018348623854,0.06574923547400612,0.013761467889908258,0.0382262996941896,0.045871559633027525,0.010703363914373088,0.009174311926605505,0.04434250764525994,0.019877675840978593,0.016819571865443424,0.3302752293577982,0.05198776758409786,0.08103975535168195,0.010703363914373088,0.0764525993883792,0.013761467889908258,0.009174311926605505,0.016819571865443424,0.00764525993883792,0.2889908256880734,0.08409785932721713,0.25229357798165136,0.024464831804281346,0.191131498470948,0.00764525993883792,0.00764525993883792,0.06269113149847094,0.21712538226299694,0.13761467889908258,0.024464831804281346,0.06422018348623854,0.010703363914373088,0.047400611620795105,0.07186544342507645,0.04434250764525994,0.04434250764525994,0.0030581039755351682,0.053516819571865444,0.0764525993883792,0.012232415902140673,0.0045871559633027525,0.0382262996941896,0.010703363914373088,0.022935779816513763,0.016819571865443424,0.21253822629969418,0.2798165137614679,0.016819571865443424,0.03211009174311927,0.019877675840978593,0.024464831804281346,0.0,0.009174311926605505,0.0061162079510703364,0.16055045871559634,0.07339449541284404,0.12079510703363915,0.024464831804281346,0.06880733944954129,0.07492354740061162,0.0061162079510703364,0.0061162079510703364,0.0045871559633027525,0.035168195718654434,0.04281345565749235,0.11773700305810397,0.0030581039755351682,0.05198776758409786,0.01529051987767584,0.0030581039755351682,0.06269113149847094,0.013761467889908258,0.010703363914373088,0.00764525993883792,0.10091743119266056,0.08256880733944955,0.0030581039755351682,0.07186544342507645,0.24617737003058104,0.010703363914373088,0.0061162079510703364,0.027522935779816515,0.027522935779816515,0.010703363914373088,0.22477064220183487,0.05045871559633028,0.09480122324159021,0.012232415902140673,0.04128440366972477,0.12232415902140673,0.1452599388379205,0.2874617737003058,0.009174311926605505,0.13914373088685014,0.016819571865443424,0.14678899082568808,0.11162079510703364,0.01834862385321101,0.09938837920489296,0.012232415902140673
butter,0.03982300884955752,0.008849557522123894,0.02654867256637168,0.01327433628318584,0.004424778761061947,0.061946902654867256,0.004424778761061947,0.02654867256637168,0.0752212389380531,0.03982300884955752,0.0,0.017699115044247787,0.12831858407079647,0.01327433628318584,0.017699115044247787,0.004424778761061947,0.02654867256637168,0.0,0.07964601769911504,0.048672566371681415,0.022123893805309734,0.01327433628318584,0.10176991150442478,1.0,0.11061946902654868,0.0,0.03982300884955752,0.01327433628318584,0.035398230088495575,0.01327433628318584,0.168141592920354,0.1415929203539823,0.01327433628318584,0.29646017699115046,0.004424778761061947,0.017699115044247787,0.008849557522123894,0.061946902654867256,0.10176991150442478,0.004424778761061947,0.035398230088495575,0.030973451327433628,0.017699115044247787,0.004424778761061947,0.03982300884955752,0.030973451327433628,0.017699115044247787,0.20353982300884957,0.061946902654867256,0.05309734513274336,0.017699115044247787,0.14601769911504425,0.022123893805309734,0.017699115044247787,0.017699115044247787,0.0,0.23008849557522124,0.09734513274336283,0.20353982300884957,0.017699115044247787,0.18141592920353983,0.0,0.030973451327433628,0.10176991150442478,0.29646017699115046,0.12831858407079647,0.022123893805309734,0.02654867256637168,0.022123893805309734,0.03982300884955752,0.03982300884955752,0.03982300884955752,0.084070796460177,0.008849557522123894,0.048672566371681415,0.14601769911504425,0.035398230088495575,0.0,0.035398230088495575,0.017699115044247787,0.03982300884955752,0.008849557522123894,0.2168141592920354,0.10176991150442478,0.04424778761061947,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.004424778761061947,0.017699115044247787,0.004424778761061947,0.17699115044247787,0.0752212389380531,0.13716814159292035,0.02654867256637168,0.03982300884955752,0.0752212389380531,0.01327433628318584,0.0,0.0,0.04424778761061947,0.04424778761061947,0.13274336283185842,0.008849557522123894,0.0752212389380531,0.030973451327433628,0.0,0.07964601769911504,0.022123893805309734,0.01327433628318584,0.01327433628318584,0.12389380530973451,0.084070796460177,0.01327433628318584,0.06637168141592921,0.2079646017699115,0.01327433628318584,0.01327433628318584,0.048672566371681415,0.008849557522123894,0.01327433628318584,0.26991150442477874,0.084070796460177,0.10176991150442478,0.017699115044247787,0.030973451327433628,0.09734513274336283,0.1415929203539823,0.11061946902654868,0.017699115044247787,0.1415929203539823,0.022123893805309734,0.15486725663716813,0.09734513274336283,0.017699115044247787,0.1592920353982301,0.01327433628318584
cake,0.05674653215636822,0.008827238335435058,0.03530895334174023,0.005044136191677175,0.0037831021437578815,0.04918032786885246,0.0037831021437578815,0.012610340479192938,0.06935687263556116,0.012610340479192938,0.005044136191677175,0.0025220680958385876,0.09836065573770492,0.021437578814627996,0.02648171500630517,0.011349306431273645,0.012610340479192938,0.0037831021437578815,0.0617906683480454,0.06557377049180328,0.007566204287515763,0.01008827238335435,0.1273644388398487,0.031525851197982346,1.0,0.005044136191677175,0.017654476670870115,0.006305170239596469,0.0416141235813367,0.034047919293820936,0.13240857503152584,0.07187894073139975,0.008827238335435058,0.1841109709962169,0.0037831021437578815,0.015132408575031526,0.008827238335435058,0.04287515762925599,0.05296343001261034,0.0,0.05296343001261034,0.04287515762925599,0.008827238335435058,0.006305170239596469,0.044136191677175286,0.0403530895334174,0.017654476670870115,0.21689785624211855,0.07440100882723834,0.05170239596469105,0.008827238335435058,0.0807061790668348,0.011349306431273645,0.01008827238335435,0.015132408575031526,0.007566204287515763,0.23329129886506936,0.08953341740226986,0.21059268600252207,0.02648171500630517,0.18158890290037832,0.007566204287515763,0.012610340479192938,0.05170239596469105,0.18789407313997478,0.09836065573770492,0.018915510718789406,0.031525851197982346,0.0025220680958385876,0.05674653215636822,0.04791929382093316,0.044136191677175286,0.04918032786885246,0.0037831021437578815,0.05044136191677175,0.0807061790668348,0.01008827238335435,0.006305170239596469,0.034047919293820936,0.007566204287515763,0.02269861286254729,0.01008827238335435,0.1626733921815889,0.30390920554854983,0.03026481715006305,0.018915510718789406,0.02395964691046658,0.02648171500630517,0.0,0.011349306431273645,0.0037831021437578815,0.1437578814627995,0.07818411097099622,0.14123581336696092,0.031525851197982346,0.044136191677175286,0.07944514501891552,0.011349306431273645,0.01008827238335435,0.006305170239596469,0.02395964691046658,0.03530895334174023,0.10466582597730138,0.007566204287515763,0.0416141235813367,0.012610340479192938,0.0025220680958385876,0.05674653215636822,0.011349306431273645,0.0025220680958385876,0.006305170239596469,0.08827238335435057,0.07566204287515763,0.0012610340479192938,0.06683480453972257,0.2042875157629256,0.008827238335435058,0.01008827238335435,0.0201765447667087,0.02648171500630517,0.0025220680958385876,0.19419924337957126,0.05296343001261034,0.09457755359394704,0.01639344262295082,0.0403530895334174,0.07566204287515763,0.13240857503152584,0.308953341740227,0.01008827238335435,0.11979823455233292,0.013871374527112233,0.12862547288776796,0.07692307692307693,0.01639344262295082,0.3240857503152585,0.01008827238335435
candy,0.0547945205479452,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0,0.0547945205479452,0.0,1.0,0.0136986301369863,0.0684931506849315,0.0,0.0136986301369863,0.0,0.0,0.0,0.0821917808219178,0.0410958904109589,0.0,0.0,0.0410958904109589,0.0,0.0547945205479452,1.0,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0684931506849315,0.0410958904109589,0.0,0.136986301369863,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0273972602739726,0.0410958904109589,0.0410958904109589,0.0136986301369863,0.0410958904109589,0.0136986301369863,0.0,0.1095890410958904,0.0410958904109589,0.0136986301369863,0.0410958904109589,0.0821917808219178,0.0,0.0136986301369863,0.0,0.0,0.1232876712328767,0.0821917808219178,0.1232876712328767,0.0136986301369863,0.0684931506849315,0.0,0.0,0.0136986301369863,0.0958904109589041,0.0684931506849315,0.0136986301369863,0.0,0.0136986301369863,0.0547945205479452,0.0684931506849315,0.0410958904109589,0.0821917808219178,0.0136986301369863,0.0410958904109589,0.0821917808219178,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0273972602739726,0.0273972602739726,0.0821917808219178,0.2328767123287671,0.0136986301369863,0.0410958904109589,0.0136986301369863,0.0273972602739726,0.0,0.0,0.0,0.0684931506849315,0.0547945205479452,0.0684931506849315,0.0273972602739726,0.0,0.0547945205479452,0.0,0.0,0.0136986301369863,0.0273972602739726,0.0273972602739726,0.0821917808219178,0.0,0.0684931506849315,0.0273972602739726,0.0,0.0273972602739726,0.0,0.0,0.0273972602739726,0.0410958904109589,0.0410958904109589,0.0,0.0547945205479452,0.0684931506849315,0.0136986301369863,0.0136986301369863,0.0,0.0547945205479452,0.0136986301369863,0.0958904109589041,0.0821917808219178,0.0410958904109589,0.0136986301369863,0.0,0.0410958904109589,0.0547945205479452,0.2328767123287671,0.0136986301369863,0.0547945205479452,0.0136986301369863,0.0684931506849315,0.0547945205479452,0.0136986301369863,0.1095890410958904,0.0
carrots,0.11304347826086956,0.017391304347826087,0.06086956521739131,0.008695652173913044,0.008695652173913044,0.05217391304347826,0.008695652173913044,0.02608695652173913,0.06086956521739131,0.02608695652173913,0.0,0.0,0.1565217391304348,0.02608695652173913,0.043478260869565216,0.017391304347826087,0.0,0.0,0.034782608695652174,0.034782608695652174,0.0,0.008695652173913044,0.17391304347826086,0.0782608695652174,0.12173913043478261,0.0,1.0,0.0,0.06086956521739131,0.043478260869565216,0.19130434782608696,0.08695652173913043,0.017391304347826087,0.25217391304347825,0.0,0.02608695652173913,0.017391304347826087,0.043478260869565216,0.08695652173913043,0.017391304347826087,0.06086956521739131,0.05217391304347826,0.02608695652173913,0.0,0.05217391304347826,0.02608695652173913,0.043478260869565216,0.19130434782608696,0.043478260869565216,0.10434782608695652,0.02608695652173913,0.12173913043478261,0.017391304347826087,0.008695652173913044,0.017391304347826087,0.008695652173913044,0.2,0.05217391304347826,0.16521739130434782,0.043478260869565216,0.23478260869565218,0.008695652173913044,0.008695652173913044,0.09565217391304348,0.24347826086956523,0.1565217391304348,0.017391304347826087,0.10434782608695652,0.008695652173913044,0.11304347826086956,0.06086956521739131,0.05217391304347826,0.06956521739130435,0.017391304347826087,0.0782608695652174,0.12173913043478261,0.02608695652173913,0.017391304347826087,0.034782608695652174,0.008695652173913044,0.05217391304347826,0.017391304347826087,0.23478260869565218,0.34782608695652173,0.02608695652173913,0.043478260869565216,0.034782608695652174,0.008695652173913044,0.008695652173913044,0.05217391304347826,0.02608695652173913,0.23478260869565218,0.06956521739130435,0.1391304347826087,0.034782608695652174,0.06956521739130435,0.16521739130434782,0.008695652173913044,0.0,0.017391304347826087,0.043478260869565216,0.05217391304347826,0.14782608695652175,0.017391304347826087,0.13043478260869565,0.017391304347826087,0.0,0.05217391304347826,0.017391304347826087,0.017391304347826087,0.008695652173913044,0.1565217391304348,0.08695652173913043,0.008695652173913044,0.06956521739130435,0.30434782608695654,0.0,0.008695652173913044,0.0,0.008695652173913044,0.0,0.25217391304347825,0.0782608695652174,0.09565217391304348,0.017391304347826087,0.017391304347826087,0.16521739130434782,0.20869565217391303,0.34782608695652173,0.008695652173913044,0.16521739130434782,0.008695652173913044,0.17391304347826086,0.08695652173913043,0.02608695652173913,0.1391304347826087,0.0
cauliflower,0.05555555555555555,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.0,0.0,0.1388888888888889,0.027777777777777776,0.027777777777777776,0.0,0.25,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.1388888888888889,0.05555555555555555,0.0,0.0,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.027777777777777776,0.0,1.0,0.08333333333333333,0.1111111111111111,0.19444444444444445,0.1111111111111111,0.0,0.19444444444444445,0.0,0.0,0.0,0.0,0.1111111111111111,0.027777777777777776,0.0,0.0,0.0,0.0,0.19444444444444445,0.0,0.0,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.027777777777777776,0.2222222222222222,0.1111111111111111,0.19444444444444445,0.0,0.25,0.027777777777777776,0.0,0.1111111111111111,0.16666666666666666,0.25,0.0,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.19444444444444445,0.08333333333333333,0.0,0.027777777777777776,0.16666666666666666,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.25,0.3888888888888889,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.2777777777777778,0.19444444444444445,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.0,0.0,0.0,0.08333333333333333,0.1388888888888889,0.19444444444444445,0.0,0.1111111111111111,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.08333333333333333,0.1111111111111111,0.0,0.08333333333333333,0.3055555555555556,0.0,0.027777777777777776,0.0,0.08333333333333333,0.027777777777777776,0.19444444444444445,0.05555555555555555,0.1388888888888889,0.05555555555555555,0.0,0.08333333333333333,0.2777777777777778,0.3888888888888889,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.19444444444444445,0.0,0.19444444444444445,0.0
cereals,0.12435233160621761,0.010362694300518135,0.04145077720207254,0.05699481865284974,0.010362694300518135,0.05699481865284974,0.0,0.010362694300518135,0.07772020725388601,0.02072538860103627,0.0,0.010362694300518135,0.17616580310880828,0.025906735751295335,0.04145077720207254,0.02072538860103627,0.0051813471502590676,0.0,0.11398963730569948,0.06217616580310881,0.015544041450777202,0.015544041450777202,0.13471502590673576,0.04145077720207254,0.17098445595854922,0.0,0.03626943005181347,0.015544041450777202,1.0,0.07772020725388601,0.15025906735751296,0.10362694300518134,0.010362694300518135,0.23834196891191708,0.025906735751295335,0.010362694300518135,0.010362694300518135,0.025906735751295335,0.11398963730569948,0.010362694300518135,0.046632124352331605,0.046632124352331605,0.015544041450777202,0.0,0.04145077720207254,0.04145077720207254,0.03626943005181347,0.14507772020725387,0.06735751295336788,0.06217616580310881,0.015544041450777202,0.10362694300518134,0.010362694300518135,0.031088082901554404,0.0,0.0051813471502590676,0.23316062176165803,0.15025906735751296,0.18652849740932642,0.04145077720207254,0.21761658031088082,0.0051813471502590676,0.015544041450777202,0.06735751295336788,0.2538860103626943,0.17616580310880828,0.046632124352331605,0.046632124352331605,0.0051813471502590676,0.12435233160621761,0.07253886010362694,0.04145077720207254,0.10880829015544041,0.0051813471502590676,0.06735751295336788,0.10362694300518134,0.031088082901554404,0.0,0.025906735751295335,0.010362694300518135,0.02072538860103627,0.010362694300518135,0.27979274611398963,0.39896373056994816,0.031088082901554404,0.05181347150259067,0.015544041450777202,0.0,0.0,0.0051813471502590676,0.0051813471502590676,0.23316062176165803,0.11398963730569948,0.18134715025906736,0.025906735751295335,0.05699481865284974,0.15544041450777202,0.0,0.010362694300518135,0.0,0.046632124352331605,0.05181347150259067,0.09844559585492228,0.031088082901554404,0.07253886010362694,0.025906735751295335,0.0,0.06735751295336788,0.010362694300518135,0.0051813471502590676,0.015544041450777202,0.12435233160621761,0.07253886010362694,0.0051813471502590676,0.09326424870466321,0.25906735751295334,0.010362694300518135,0.015544041450777202,0.02072538860103627,0.025906735751295335,0.015544041450777202,0.27461139896373055,0.09844559585492228,0.09844559585492228,0.015544041450777202,0.046632124352331605,0.03626943005181347,0.21243523316062177,0.40414507772020725,0.031088082901554404,0.12435233160621761,0.03626943005181347,0.15025906735751296,0.11917098445595854,0.010362694300518135,0.15544041450777202,0.0051813471502590676
champagne,0.042735042735042736,0.008547008547008548,0.014245014245014245,0.005698005698005698,0.002849002849002849,0.03418803418803419,0.002849002849002849,0.008547008547008548,0.05128205128205128,0.005698005698005698,0.002849002849002849,0.005698005698005698,0.08547008547008547,0.014245014245014245,0.011396011396011397,0.014245014245014245,0.017094017094017096,0.0,0.05698005698005698,0.02564102564102564,0.005698005698005698,0.0,0.08262108262108261,0.008547008547008548,0.07692307692307693,0.002849002849002849,0.014245014245014245,0.011396011396011397,0.042735042735042736,1.0,0.10256410256410256,0.05413105413105413,0.0,0.2564102564102564,0.002849002849002849,0.011396011396011397,0.008547008547008548,0.07977207977207977,0.037037037037037035,0.005698005698005698,0.03418803418803419,0.04843304843304843,0.008547008547008548,0.014245014245014245,0.045584045584045586,0.019943019943019943,0.011396011396011397,0.14245014245014245,0.042735042735042736,0.08547008547008547,0.008547008547008548,0.06837606837606838,0.008547008547008548,0.005698005698005698,0.005698005698005698,0.002849002849002849,0.21652421652421652,0.08547008547008547,0.19943019943019943,0.011396011396011397,0.18233618233618235,0.002849002849002849,0.011396011396011397,0.03133903133903134,0.19373219373219372,0.08547008547008547,0.014245014245014245,0.02849002849002849,0.005698005698005698,0.042735042735042736,0.039886039886039885,0.045584045584045586,0.042735042735042736,0.005698005698005698,0.05982905982905983,0.06837606837606838,0.011396011396011397,0.005698005698005698,0.039886039886039885,0.005698005698005698,0.005698005698005698,0.0,0.11965811965811966,0.15954415954415954,0.014245014245014245,0.017094017094017096,0.022792022792022793,0.02564102564102564,0.0,0.005698005698005698,0.002849002849002849,0.08831908831908832,0.03418803418803419,0.10826210826210826,0.037037037037037035,0.039886039886039885,0.05698005698005698,0.002849002849002849,0.011396011396011397,0.005698005698005698,0.02564102564102564,0.03418803418803419,0.08831908831908832,0.005698005698005698,0.05413105413105413,0.005698005698005698,0.005698005698005698,0.04843304843304843,0.008547008547008548,0.005698005698005698,0.002849002849002849,0.05413105413105413,0.09971509971509972,0.005698005698005698,0.039886039886039885,0.14245014245014245,0.002849002849002849,0.008547008547008548,0.022792022792022793,0.03133903133903134,0.005698005698005698,0.19658119658119658,0.05128205128205128,0.05698005698005698,0.0,0.02849002849002849,0.03418803418803419,0.11396011396011396,0.1623931623931624,0.005698005698005698,0.09401709401709402,0.022792022792022793,0.09971509971509972,0.09686609686609686,0.011396011396011397,0.09971509971509972,0.005698005698005698
cheese,0.08312655086848635,0.016129032258064516,0.03970223325062035,0.007444168734491315,0.004962779156327543,0.052109181141439205,0.0024813895781637717,0.01488833746898263,0.08436724565756824,0.007444168734491315,0.00620347394540943,0.013647642679900745,0.16997518610421836,0.02481389578163772,0.02357320099255583,0.017369727047146403,0.01240694789081886,0.007444168734491315,0.07444168734491315,0.060794044665012405,0.007444168734491315,0.004962779156327543,0.1054590570719603,0.04714640198511166,0.13027295285359802,0.00620347394540943,0.02729528535980149,0.008684863523573201,0.03598014888337469,0.04466501240694789,1.0,0.08436724565756824,0.0037220843672456576,0.21836228287841192,0.00620347394540943,0.016129032258064516,0.016129032258064516,0.04094292803970223,0.0880893300248139,0.007444168734491315,0.29652605459057074,0.04714640198511166,0.017369727047146403,0.007444168734491315,0.05583126550868486,0.038461538461538464,0.016129032258064516,0.1761786600496278,0.0707196029776675,0.07196029776674938,0.017369727047146403,0.09305210918114144,0.00620347394540943,0.016129032258064516,0.008684863523573201,0.016129032258064516,0.21588089330024815,0.10173697270471464,0.17866004962779156,0.02357320099255583,0.23076923076923078,0.016129032258064516,0.01240694789081886,0.48759305210918114,0.18610421836228289,0.16997518610421836,0.019851116625310174,0.03970223325062035,0.008684863523573201,0.08312655086848635,0.08188585607940446,0.05583126550868486,0.04838709677419355,0.009925558312655087,0.06327543424317618,0.09305210918114144,0.01488833746898263,0.008684863523573201,0.034739454094292806,0.008684863523573201,0.02729528535980149,0.009925558312655087,0.18362282878411912,0.31141439205955335,0.028535980148883373,0.043424317617866005,0.028535980148883373,0.017369727047146403,0.0037220843672456576,0.026054590570719603,0.007444168734491315,0.22084367245657568,0.1141439205955335,0.141439205955335,0.184863523573201,0.06575682382133995,0.11662531017369727,0.00620347394540943,0.007444168734491315,0.008684863523573201,0.038461538461538464,0.033498759305210915,0.11042183622828784,0.007444168734491315,0.08560794044665013,0.008684863523573201,0.00620347394540943,0.05086848635235732,0.00620347394540943,0.009925558312655087,0.009925558312655087,0.09925558312655088,0.0967741935483871,0.009925558312655087,0.06327543424317618,0.2990074441687345,0.0024813895781637717,0.016129032258064516,0.019851116625310174,0.022332506203473945,0.07196029776674938,0.18858560794044665,0.06451612903225806,0.09429280397022333,0.008684863523573201,0.03722084367245657,0.08684863523573201,0.18982630272952852,0.31389578163771714,0.016129032258064516,0.12406947890818859,0.02481389578163772,0.13771712158808933,0.10297766749379653,0.013647642679900745,0.1141439205955335,0.01240694789081886
chicken,0.08222222222222222,0.008888888888888889,0.04,0.011111111111111112,0.006666666666666667,0.044444444444444446,0.0044444444444444444,0.02,0.06888888888888889,0.013333333333333334,0.006666666666666667,0.013333333333333334,0.15777777777777777,0.028888888888888888,0.03111111111111111,0.02,0.017777777777777778,0.0,0.1,0.044444444444444446,0.02666666666666667,0.02666666666666667,0.10444444444444445,0.07111111111111111,0.12666666666666668,0.006666666666666667,0.022222222222222223,0.008888888888888889,0.044444444444444446,0.042222222222222223,0.1511111111111111,1.0,0.02,0.30444444444444446,0.006666666666666667,0.022222222222222223,0.008888888888888889,0.042222222222222223,0.11333333333333333,0.006666666666666667,0.05333333333333334,0.09111111111111111,0.04666666666666667,0.006666666666666667,0.051111111111111114,0.03111111111111111,0.035555555555555556,0.24,0.06666666666666667,0.06,0.04666666666666667,0.07333333333333333,0.015555555555555555,0.028888888888888888,0.006666666666666667,0.0044444444444444444,0.21555555555555556,0.12222222222222222,0.18444444444444444,0.03111111111111111,0.24,0.0044444444444444444,0.008888888888888889,0.07111111111111111,0.22666666666666666,0.15777777777777777,0.015555555555555555,0.044444444444444446,0.0044444444444444444,0.08222222222222222,0.06888888888888889,0.051111111111111114,0.06666666666666667,0.008888888888888889,0.11777777777777777,0.07333333333333333,0.03333333333333333,0.0022222222222222222,0.042222222222222223,0.006666666666666667,0.05333333333333334,0.008888888888888889,0.2577777777777778,0.38,0.042222222222222223,0.017777777777777778,0.028888888888888888,0.013333333333333334,0.0,0.022222222222222223,0.011111111111111112,0.24,0.12,0.1511111111111111,0.022222222222222223,0.06666666666666667,0.12,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.028888888888888888,0.04,0.13111111111111112,0.0044444444444444444,0.06666666666666667,0.013333333333333334,0.0022222222222222222,0.06666666666666667,0.015555555555555555,0.0044444444444444444,0.0044444444444444444,0.10444444444444445,0.1111111111111111,0.011111111111111112,0.1,0.2866666666666667,0.0044444444444444444,0.0022222222222222222,0.044444444444444446,0.028888888888888888,0.013333333333333334,0.23333333333333334,0.07333333333333333,0.10666666666666667,0.017777777777777778,0.044444444444444446,0.08,0.16444444444444445,0.38222222222222224,0.028888888888888888,0.13777777777777778,0.035555555555555556,0.16444444444444445,0.11777777777777777,0.02,0.09555555555555556,0.006666666666666667
