item,almonds,antioxydant juice,asparagus,avocado,babies food,bacon,barbecue sauce,black tea,blueberries,body spray,bramble,brownies,bug spray,burger sauce,burgers,butter,cake,candy bars,carrots,cauliflower,cereals,champagne,chicken,chili,chocolate,chocolate bread,chutney,cider,clothes accessories,cookies,cooking oil,corn,cottage cheese,cream,dessert wine,eggplant,eggs,energy bar,energy drink,escalope,extra dark chocolate,flax seed,french fries,french wine,fresh bread,fresh tuna,fromage blanc,frozen smoothie,frozen vegetables,gluten free bar,grated cheese,green beans,green grapes,green tea,ground beef,gums,ham,hand protein bar,herb & pepper,honey,hot dogs,ketchup,light cream,light mayo,low fat yogurt,magazines,mashed potato,mayonnaise,meatballs,melons,milk,mineral water,mint,mint green tea,muffins,mushroom cream sauce,napkins,nonfat milk,oatmeal,oil,olive oil,pancakes,parmesan cheese,pasta,pepper,pet food,pickles,protein bar,red wine,rice,salad,salmon,salt,sandwich,shallot,shampoo,shrimp,soda,soup,spaghetti,sparkling water,spinach,strawberries,strong cheese,tea,tomato juice,tomato sauce,tomatoes,toothpaste,turkey,vegetables mix,water spray,white wine,whole weat flour,whole wheat pasta,whole wheat rice,yams,yogurt cake,zucchini
cottage cheese,0.02510460251046025,0.008368200836820083,0.0041841004184100415,0.06694560669456066,0.0,0.016736401673640166,0.012552301255230125,0.03347280334728033,0.0041841004184100415,0.016736401673640166,0.012552301255230125,0.1087866108786611,0.008368200836820083,0.0041841004184100415,0.10460251046025104,0.03347280334728033,0.13807531380753138,0.008368200836820083,0.029288702928870293,0.0,0.03765690376569038,0.0502092050209205,0.100418410041841,0.008368200836820083,0.15481171548117154,0.0,0.0,0.012552301255230125,0.012552301255230125,0.029288702928870293,0.07531380753138076,0.008368200836820083,1.0,0.0,0.0,0.016736401673640166,0.17573221757322174,0.04602510460251046,0.058577405857740586,0.05439330543933055,0.02092050209205021,0.012552301255230125,0.18410041841004185,0.04602510460251046,0.08368200836820083,0.058577405857740586,0.02510460251046025,0.15481171548117154,0.1297071129707113,0.02092050209205021,0.02510460251046025,0.0041841004184100415,0.02092050209205021,0.200836820083682,0.09623430962343096,0.016736401673640166,0.0502092050209205,0.0041841004184100415,0.03765690376569038,0.08786610878661087,0.0794979079497908,0.0041841004184100415,0.03765690376569038,0.04602510460251046,0.08368200836820083,0.029288702928870293,0.012552301255230125,0.016736401673640166,0.02092050209205021,0.0041841004184100415,0.14644351464435146,0.301255230125523,0.029288702928870293,0.008368200836820083,0.03347280334728033,0.02510460251046025,0.0,0.02092050209205021,0.0041841004184100415,0.02510460251046025,0.1087866108786611,0.16317991631799164,0.04184100418410042,0.008368200836820083,0.0,0.008368200836820083,0.012552301255230125,0.02092050209205021,0.029288702928870293,0.012552301255230125,0.012552301255230125,0.06694560669456066,0.008368200836820083,0.0,0.008368200836820083,0.012552301255230125,0.08368200836820083,0.016736401673640166,0.06694560669456066,0.2175732217573222,0.0,0.016736401673640166,0.02510460251046025,0.016736401673640166,0.0041841004184100415,0.06276150627615062,0.0041841004184100415,0.07112970711297072,0.008368200836820083,0.06276150627615062,0.06694560669456066,0.0,0.012552301255230125,0.029288702928870293,0.0502092050209205,0.06276150627615062,0.016736401673640166,0.04602510460251046,0.012552301255230125
cream,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
dessert wine,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.18181818181818182,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.0,0.0,0.0,0.15151515151515152,0.09090909090909091,0.0,0.06060606060606061,0.0,0.0,0.0,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.21212121212121213,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.15151515151515152,0.0,0.030303030303030304,0.0,0.030303030303030304,0.15151515151515152,0.12121212121212122,0.0,0.06060606060606061,0.0,0.0,0.15151515151515152,0.21212121212121213,0.09090909090909091,0.0,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.24242424242424243,0.36363636363636365,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.12121212121212122,0.06060606060606061,0.030303030303030304,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.15151515151515152,0.30303030303030304,0.0,0.030303030303030304,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304
eggplant,0.030303030303030304,0.020202020202020204,0.010101010101010102,0.020202020202020204,0.010101010101010102,0.06060606060606061,0.050505050505050504,0.04040404040404041,0.0,0.0,0.0,0.09090909090909091,0.020202020202020204,0.010101010101010102,0.1111111111111111,0.04040404040404041,0.13131313131313133,0.0,0.050505050505050504,0.0,0.0707070707070707,0.04040404040404041,0.16161616161616163,0.030303030303030304,0.1414141414141414,0.010101010101010102,0.010101010101010102,0.020202020202020204,0.010101010101010102,0.10101010101010101,0.08080808080808081,0.010101010101010102,0.04040404040404041,0.0,0.0,1.0,0.2727272727272727,0.010101010101010102,0.010101010101010102,0.1111111111111111,0.030303030303030304,0.020202020202020204,0.1919191919191919,0.06060606060606061,0.06060606060606061,0.04040404040404041,0.010101010101010102,0.04040404040404041,0.13131313131313133,0.0,0.0707070707070707,0.010101010101010102,0.010101010101010102,0.20202020202020202,0.13131313131313133,0.020202020202020204,0.0707070707070707,0.010101010101010102,0.08080808080808081,0.050505050505050504,0.0,0.030303030303030304,0.030303030303030304,0.010101010101010102,0.10101010101010101,0.04040404040404041,0.0,0.0,0.04040404040404041,0.020202020202020204,0.16161616161616163,0.2828282828282828,0.020202020202020204,0.0,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.04040404040404041,0.0707070707070707,0.12121212121212122,0.010101010101010102,0.010101010101010102,0.050505050505050504,0.04040404040404041,0.010101010101010102,0.0,0.030303030303030304,0.08080808080808081,0.0,0.04040404040404041,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.020202020202020204,0.0707070707070707,0.0,0.050505050505050504,0.29292929292929293,0.020202020202020204,0.0,0.020202020202020204,0.010101010101010102,0.020202020202020204,0.04040404040404041,0.06060606060606061,0.0707070707070707,0.06060606060606061,0.1111111111111111,0.06060606060606061,0.0,0.030303030303030304,0.010101010101010102,0.010101010101010102,0.16161616161616163,0.030303030303030304,0.010101010101010102,0.010101010101010102
eggs,0.03635014836795252,0.004451038575667656,0.004451038575667656,0.03115727002967359,0.002967359050445104,0.016320474777448073,0.020029673590504452,0.02744807121661721,0.011869436201780416,0.012611275964391691,0.002967359050445104,0.04080118694362018,0.008902077151335312,0.008902077151335312,0.16023738872403562,0.03412462908011869,0.10608308605341246,0.005934718100890208,0.016320474777448073,0.005934718100890208,0.020771513353115726,0.037091988130563795,0.08011869436201781,0.0051928783382789315,0.1847181008902077,0.002225519287833828,0.008160237388724036,0.02373887240356083,0.0066765578635014835,0.0586053412462908,0.06528189910979229,0.005934718100890208,0.03115727002967359,0.000741839762611276,0.0051928783382789315,0.020029673590504452,1.0,0.028931750741839762,0.02744807121661721,0.06157270029673591,0.01112759643916914,0.01112759643916914,0.20252225519287834,0.03338278931750742,0.04821958456973294,0.032640949554896145,0.02225519287833828,0.06157270029673591,0.12091988130563798,0.008902077151335312,0.050445103857566766,0.0066765578635014835,0.011869436201780416,0.14169139465875372,0.11127596439169139,0.01483679525222552,0.034866468842729974,0.002967359050445104,0.06973293768545995,0.031899109792284865,0.020029673590504452,0.002967359050445104,0.018545994065281898,0.030415430267062313,0.09347181008902077,0.0066765578635014835,0.004451038575667656,0.0066765578635014835,0.024480712166172106,0.014094955489614243,0.17136498516320475,0.28338278931750743,0.016320474777448073,0.0051928783382789315,0.019287833827893175,0.019287833827893175,0.0,0.011869436201780416,0.004451038575667656,0.019287833827893175,0.06676557863501484,0.12091988130563798,0.025222551928783383,0.015578635014836795,0.02596439169139466,0.009643916913946587,0.00370919881305638,0.018545994065281898,0.039317507418397624,0.017062314540059347,0.0066765578635014835,0.04599406528189911,0.010385756676557863,0.002225519287833828,0.002225519287833828,0.004451038575667656,0.07863501483679525,0.005934718100890208,0.050445103857566766,0.2032640949554896,0.0051928783382789315,0.008160237388724036,0.020771513353115726,0.004451038575667656,0.005934718100890208,0.028189910979228485,0.01483679525222552,0.06824925816023739,0.00741839762611276,0.1083086053412463,0.026706231454005934,0.0,0.014094955489614243,0.00741839762611276,0.02744807121661721,0.06083086053412463,0.010385756676557863,0.025222551928783383,0.009643916913946587
energy bar,0.029556650246305417,0.0049261083743842365,0.009852216748768473,0.04926108374384237,0.0,0.0049261083743842365,0.019704433497536946,0.019704433497536946,0.0,0.024630541871921183,0.0049261083743842365,0.07389162561576355,0.014778325123152709,0.0,0.10344827586206896,0.034482758620689655,0.11822660098522167,0.009852216748768473,0.009852216748768473,0.009852216748768473,0.024630541871921183,0.03940886699507389,0.07881773399014778,0.0,0.1477832512315271,0.009852216748768473,0.0,0.0049261083743842365,0.0,0.009852216748768473,0.03940886699507389,0.009852216748768473,0.054187192118226604,0.0,0.0,0.0049261083743842365,0.1921182266009852,1.0,0.04433497536945813,0.06403940886699508,0.0,0.0,0.17733990147783252,0.04926108374384237,0.034482758620689655,0.024630541871921183,0.019704433497536946,0.08866995073891626,0.15270935960591134,0.014778325123152709,0.054187192118226604,0.0,0.009852216748768473,0.11330049261083744,0.09852216748768473,0.0,0.019704433497536946,0.0,0.029556650246305417,0.04926108374384237,0.014778325123152709,0.0,0.034482758620689655,0.024630541871921183,0.08866995073891626,0.0049261083743842365,0.0,0.0049261083743842365,0.03940886699507389,0.0049261083743842365,0.2019704433497537,0.2512315270935961,0.024630541871921183,0.0,0.0049261083743842365,0.0049261083743842365,0.0,0.009852216748768473,0.0049261083743842365,0.009852216748768473,0.08866995073891626,0.09852216748768473,0.024630541871921183,0.014778325123152709,0.009852216748768473,0.014778325123152709,0.009852216748768473,0.014778325123152709,0.014778325123152709,0.009852216748768473,0.0,0.03940886699507389,0.014778325123152709,0.0049261083743842365,0.014778325123152709,0.009852216748768473,0.054187192118226604,0.0049261083743842365,0.059113300492610835,0.1625615763546798,0.009852216748768473,0.0049261083743842365,0.014778325123152709,0.0049261083743842365,0.0049261083743842365,0.019704433497536946,0.009852216748768473,0.08374384236453201,0.0049261083743842365,0.04433497536945813,0.03940886699507389,0.0,0.019704433497536946,0.029556650246305417,0.04433497536945813,0.06896551724137931,0.009852216748768473,0.04433497536945813,0.024630541871921183
energy drink,0.03,0.02,0.005,0.05,0.0,0.0,0.005,0.015,0.0,0.04,0.0,0.1,0.015,0.005,0.065,0.035,0.135,0.005,0.015,0.0,0.04,0.035,0.07,0.01,0.13,0.0,0.005,0.02,0.005,0.065,0.045,0.01,0.07,0.0,0.0,0.005,0.185,0.045,1.0,0.035,0.015,0.005,0.23,0.015,0.05,0.045,0.035,0.075,0.105,0.005,0.055,0.01,0.01,0.15,0.05,0.03,0.03,0.005,0.01,0.08,0.055,0.0,0.005,0.05,0.07,0.01,0.0,0.005,0.015,0.015,0.125,0.21,0.005,0.01,0.01,0.0,0.0,0.01,0.0,0.035,0.05,0.14,0.04,0.015,0.015,0.005,0.015,0.015,0.03,0.015,0.01,0.025,0.025,0.0,0.015,0.01,0.105,0.015,0.055,0.16,0.02,0.025,0.025,0.01,0.0,0.025,0.005,0.05,0.005,0.065,0.035,0.0,0.015,0.03,0.06,0.025,0.02,0.03,0.005
escalope,0.01680672268907563,0.013445378151260505,0.0016806722689075631,0.020168067226890758,0.005042016806722689,0.005042016806722689,0.011764705882352941,0.011764705882352941,0.021848739495798318,0.010084033613445379,0.005042016806722689,0.020168067226890758,0.015126050420168067,0.008403361344537815,0.08907563025210084,0.020168067226890758,0.052100840336134456,0.0016806722689075631,0.020168067226890758,0.0067226890756302525,0.020168067226890758,0.05042016806722689,0.0453781512605042,0.011764705882352941,0.2218487394957983,0.0,0.0067226890756302525,0.011764705882352941,0.005042016806722689,0.031932773109243695,0.06722689075630252,0.0067226890756302525,0.021848739495798318,0.0016806722689075631,0.0,0.018487394957983194,0.13949579831932774,0.021848739495798318,0.011764705882352941,1.0,0.0067226890756302525,0.011764705882352941,0.20672268907563024,0.015126050420168067,0.0453781512605042,0.025210084033613446,0.011764705882352941,0.06890756302521009,0.0957983193277311,0.008403361344537815,0.06050420168067227,0.005042016806722689,0.011764705882352941,0.11260504201680673,0.10420168067226891,0.013445378151260505,0.020168067226890758,0.0067226890756302525,0.0453781512605042,0.04873949579831933,0.03361344537815126,0.0033613445378151263,0.010084033613445379,0.011764705882352941,0.058823529411764705,0.010084033613445379,0.008403361344537815,0.005042016806722689,0.008403361344537815,0.0067226890756302525,0.09747899159663866,0.21512605042016808,0.021848739495798318,0.008403361344537815,0.020168067226890758,0.07226890756302522,0.0,0.0067226890756302525,0.0016806722689075631,0.030252100840336135,0.030252100840336135,0.07394957983193277,0.015126050420168067,0.07394957983193277,0.03865546218487395,0.0033613445378151263,0.005042016806722689,0.01680672268907563,0.01680672268907563,0.015126050420168067,0.005042016806722689,0.04201680672268908,0.0033613445378151263,0.008403361344537815,0.023529411764705882,0.005042016806722689,0.05378151260504202,0.005042016806722689,0.043697478991596636,0.17647058823529413,0.010084033613445379,0.005042016806722689,0.010084033613445379,0.005042016806722689,0.011764705882352941,0.030252100840336135,0.01680672268907563,0.06890756302521009,0.010084033613445379,0.05378151260504202,0.03529411764705882,0.0,0.01680672268907563,0.0033613445378151263,0.011764705882352941,0.06554621848739496,0.005042016806722689,0.020168067226890758,0.013445378151260505
extra dark chocolate,0.022222222222222223,0.011111111111111112,0.022222222222222223,0.0,0.0,0.03333333333333333,0.0,0.05555555555555555,0.011111111111111112,0.011111111111111112,0.0,0.05555555555555555,0.011111111111111112,0.044444444444444446,0.07777777777777778,0.044444444444444446,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.044444444444444446,0.0,0.0,0.011111111111111112,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.0,0.05555555555555555,0.011111111111111112,0.022222222222222223,0.03333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.044444444444444446,1.0,0.0,0.1,0.044444444444444446,0.05555555555555555,0.044444444444444446,0.0,0.05555555555555555,0.15555555555555556,0.022222222222222223,0.07777777777777778,0.011111111111111112,0.011111111111111112,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.022222222222222223,0.0,0.1,0.12222222222222222,0.022222222222222223,0.0,0.13333333333333333,0.022222222222222223,0.1,0.03333333333333333,0.022222222222222223,0.022222222222222223,0.0,0.03333333333333333,0.18888888888888888,0.4777777777777778,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112,0.0,0.022222222222222223,0.0,0.06666666666666667,0.2222222222222222,0.2,0.05555555555555555,0.0,0.03333333333333333,0.0,0.0,0.044444444444444446,0.06666666666666667,0.06666666666666667,0.022222222222222223,0.1111111111111111,0.022222222222222223,0.0,0.0,0.0,0.15555555555555556,0.0,0.08888888888888889,0.34444444444444444,0.011111111111111112,0.022222222222222223,0.03333333333333333,0.0,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.08888888888888889,0.022222222222222223,0.07777777777777778,0.022222222222222223,0.0,0.011111111111111112,0.03333333333333333,0.022222222222222223,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.022222222222222223
flax seed,0.029411764705882353,0.014705882352941176,0.0,0.04411764705882353,0.029411764705882353,0.014705882352941176,0.0,0.04411764705882353,0.0,0.014705882352941176,0.014705882352941176,0.058823529411764705,0.029411764705882353,0.0,0.1323529411764706,0.07352941176470588,0.10294117647058823,0.0,0.029411764705882353,0.0,0.029411764705882353,0.04411764705882353,0.10294117647058823,0.014705882352941176,0.23529411764705882,0.0,0.0,0.014705882352941176,0.014705882352941176,0.04411764705882353,0.058823529411764705,0.014705882352941176,0.04411764705882353,0.0,0.014705882352941176,0.029411764705882353,0.22058823529411764,0.0,0.014705882352941176,0.10294117647058823,0.0,1.0,0.22058823529411764,0.029411764705882353,0.014705882352941176,0.014705882352941176,0.029411764705882353,0.11764705882352941,0.11764705882352941,0.0,0.014705882352941176,0.0,0.0,0.3382352941176471,0.11764705882352941,0.014705882352941176,0.029411764705882353,0.0,0.07352941176470588,0.07352941176470588,0.058823529411764705,0.0,0.04411764705882353,0.014705882352941176,0.029411764705882353,0.07352941176470588,0.014705882352941176,0.014705882352941176,0.0,0.0,0.14705882352941177,0.20588235294117646,0.0,0.0,0.0,0.029411764705882353,0.0,0.014705882352941176,0.0,0.029411764705882353,0.08823529411764706,0.08823529411764706,0.0,0.0,0.058823529411764705,0.014705882352941176,0.0,0.04411764705882353,0.029411764705882353,0.0,0.014705882352941176,0.08823529411764706,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.0,0.1323529411764706,0.0,0.029411764705882353,0.22058823529411764,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.10294117647058823,0.014705882352941176,0.07352941176470588,0.014705882352941176,0.0,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.04411764705882353,0.029411764705882353,0.04411764705882353,0.0
french fries,0.02574102964118565,0.014040561622464899,0.0070202808112324495,0.046801872074883,0.0046801872074883,0.01326053042121685,0.01014040561622465,0.0078003120124804995,0.0070202808112324495,0.0249609984399376,0.0015600624024961,0.046021840873634944,0.00858034321372855,0.0062402496099844,0.12870514820592824,0.0358814352574103,0.10452418096723869,0.0070202808112324495,0.014820592823712949,0.00546021840873635,0.028081123244929798,0.054602184087363496,0.06474258970358815,0.0070202808112324495,0.20124804992199688,0.0046801872074883,0.0015600624024961,0.0171606864274571,0.0109204368174727,0.078003120124805,0.046021840873634944,0.0031201248049922,0.0343213728549142,0.00078003120124805,0.0039001560062402497,0.014820592823712949,0.21294851794071762,0.028081123244929798,0.0358814352574103,0.09594383775351015,0.0070202808112324495,0.01170046801872075,1.0,0.0218408736349454,0.0483619344773791,0.02262090483619345,0.0218408736349454,0.08502340093603744,0.11154446177847113,0.0078003120124804995,0.060842433697347896,0.015600624024960999,0.0124804992199688,0.1669266770670827,0.0811232449297972,0.015600624024960999,0.0327613104524181,0.0062402496099844,0.0405616224648986,0.05226209048361934,0.042901716068642744,0.0070202808112324495,0.0124804992199688,0.042901716068642744,0.078003120124805,0.01170046801872075,0.00546021840873635,0.0046801872074883,0.01794071762870515,0.01326053042121685,0.13884555382215288,0.19734789391575663,0.014820592823712949,0.0109204368174727,0.031201248049921998,0.027301092043681748,0.0,0.0046801872074883,0.0046801872074883,0.0234009360374415,0.05382215288611544,0.11778471138845553,0.0171606864274571,0.01794071762870515,0.02262090483619345,0.0062402496099844,0.0093603744149766,0.0202808112324493,0.031201248049921998,0.028081123244929798,0.00546021840873635,0.0343213728549142,0.01170046801872075,0.0046801872074883,0.015600624024960999,0.00546021840873635,0.05850234009360374,0.00234009360374415,0.044461778471138844,0.16146645865834633,0.0078003120124804995,0.0124804992199688,0.033541341653666144,0.00858034321372855,0.00078003120124805,0.041341653666146644,0.01326053042121685,0.07020280811232449,0.0070202808112324495,0.062402496099843996,0.0327613104524181,0.0,0.0062402496099844,0.014820592823712949,0.031981279251170044,0.06162246489859594,0.0109204368174727,0.029641185647425898,0.00858034321372855
french wine,0.05917159763313609,0.01775147928994083,0.005917159763313609,0.029585798816568046,0.0,0.01775147928994083,0.011834319526627219,0.05917159763313609,0.0,0.005917159763313609,0.0,0.0650887573964497,0.011834319526627219,0.0,0.1834319526627219,0.047337278106508875,0.07692307692307693,0.0,0.023668639053254437,0.005917159763313609,0.05325443786982249,0.05917159763313609,0.10650887573964497,0.005917159763313609,0.23076923076923078,0.011834319526627219,0.023668639053254437,0.023668639053254437,0.023668639053254437,0.01775147928994083,0.05917159763313609,0.0,0.0650887573964497,0.005917159763313609,0.0,0.03550295857988166,0.26627218934911245,0.05917159763313609,0.01775147928994083,0.05325443786982249,0.023668639053254437,0.011834319526627219,0.16568047337278108,1.0,0.1242603550295858,0.11242603550295859,0.04142011834319527,0.1242603550295858,0.14201183431952663,0.005917159763313609,0.07100591715976332,0.047337278106508875,0.01775147928994083,0.15976331360946747,0.17159763313609466,0.023668639053254437,0.07100591715976332,0.011834319526627219,0.04142011834319527,0.10059171597633136,0.029585798816568046,0.01775147928994083,0.01775147928994083,0.07100591715976332,0.08875739644970414,0.023668639053254437,0.0,0.005917159763313609,0.05325443786982249,0.023668639053254437,0.21893491124260356,0.3668639053254438,0.011834319526627219,0.005917159763313609,0.011834319526627219,0.005917159763313609,0.0,0.0,0.0,0.01775147928994083,0.15384615384615385,0.1834319526627219,0.047337278106508875,0.01775147928994083,0.05917159763313609,0.005917159763313609,0.011834319526627219,0.005917159763313609,0.0650887573964497,0.05917159763313609,0.011834319526627219,0.07692307692307693,0.029585798816568046,0.01775147928994083,0.011834319526627219,0.0,0.08875739644970414,0.005917159763313609,0.05917159763313609,0.3431952662721893,0.01775147928994083,0.0,0.01775147928994083,0.03550295857988166,0.005917159763313609,0.047337278106508875,0.023668639053254437,0.10059171597633136,0.01775147928994083,0.10059171597633136,0.047337278106508875,0.0,0.023668639053254437,0.03550295857988166,0.0650887573964497,0.05917159763313609,0.005917159763313609,0.047337278106508875,0.005917159763313609
fresh bread,0.043343653250773995,0.015479876160990712,0.0030959752321981426,0.04953560371517028,0.009287925696594427,0.0030959752321981426,0.018575851393188854,0.018575851393188854,0.018575851393188854,0.015479876160990712,0.0030959752321981426,0.04953560371517028,0.01238390092879257,0.018575851393188854,0.09287925696594428,0.04953560371517028,0.1021671826625387,0.018575851393188854,0.01238390092879257,0.01238390092879257,0.06501547987616099,0.06191950464396285,0.12074303405572756,0.015479876160990712,0.21981424148606812,0.009287925696594427,0.0,0.0030959752321981426,0.02476780185758514,0.06191950464396285,0.06811145510835913,0.006191950464396285,0.06191950464396285,0.0,0.0030959752321981426,0.018575851393188854,0.20123839009287925,0.021671826625386997,0.030959752321981424,0.08359133126934984,0.015479876160990712,0.0030959752321981426,0.19195046439628483,0.06501547987616099,1.0,0.04643962848297214,0.01238390092879257,0.09907120743034056,0.15789473684210525,0.015479876160990712,0.07120743034055728,0.015479876160990712,0.021671826625386997,0.14860681114551083,0.14241486068111456,0.01238390092879257,0.04953560371517028,0.009287925696594427,0.07120743034055728,0.06191950464396285,0.06811145510835913,0.01238390092879257,0.021671826625386997,0.02476780185758514,0.09907120743034056,0.02786377708978328,0.006191950464396285,0.01238390092879257,0.02476780185758514,0.015479876160990712,0.21362229102167182,0.30959752321981426,0.030959752321981424,0.0030959752321981426,0.02786377708978328,0.021671826625386997,0.0,0.006191950464396285,0.0030959752321981426,0.02476780185758514,0.11764705882352941,0.1238390092879257,0.043343653250773995,0.018575851393188854,0.043343653250773995,0.01238390092879257,0.0030959752321981426,0.030959752321981424,0.02476780185758514,0.02476780185758514,0.009287925696594427,0.06501547987616099,0.02476780185758514,0.006191950464396285,0.006191950464396285,0.009287925696594427,0.12074303405572756,0.009287925696594427,0.06191950464396285,0.21052631578947367,0.0030959752321981426,0.01238390092879257,0.04024767801857585,0.006191950464396285,0.006191950464396285,0.09907120743034056,0.02476780185758514,0.10835913312693499,0.009287925696594427,0.07430340557275542,0.04643962848297214,0.0,0.04953560371517028,0.015479876160990712,0.030959752321981424,0.08668730650154799,0.009287925696594427,0.030959752321981424,0.01238390092879257
fresh tuna,0.0718562874251497,0.005988023952095809,0.005988023952095809,0.08982035928143713,0.0,0.017964071856287425,0.017964071856287425,0.041916167664670656,0.011976047904191617,0.005988023952095809,0.005988023952095809,0.0658682634730539,0.005988023952095809,0.005988023952095809,0.16167664670658682,0.041916167664670656,0.16766467065868262,0.0,0.011976047904191617,0.0,0.05389221556886228,0.059880239520958084,0.11976047904191617,0.005988023952095809,0.2155688622754491,0.0,0.017964071856287425,0.041916167664670656,0.017964071856287425,0.017964071856287425,0.0718562874251497,0.005988023952095809,0.08383233532934131,0.0,0.0,0.023952095808383235,0.2634730538922156,0.029940119760479042,0.05389221556886228,0.08982035928143713,0.023952095808383235,0.005988023952095809,0.17365269461077845,0.11377245508982035,0.08982035928143713,1.0,0.10778443113772455,0.1317365269461078,0.18562874251497005,0.029940119760479042,0.03592814371257485,0.005988023952095809,0.011976047904191617,0.1437125748502994,0.08982035928143713,0.041916167664670656,0.029940119760479042,0.011976047904191617,0.0718562874251497,0.17964071856287425,0.041916167664670656,0.005988023952095809,0.023952095808383235,0.04790419161676647,0.10778443113772455,0.017964071856287425,0.011976047904191617,0.011976047904191617,0.041916167664670656,0.011976047904191617,0.2155688622754491,0.39520958083832336,0.029940119760479042,0.0,0.03592814371257485,0.023952095808383235,0.0,0.017964071856287425,0.0,0.03592814371257485,0.16766467065868262,0.2275449101796407,0.0658682634730539,0.005988023952095809,0.0658682634730539,0.005988023952095809,0.011976047904191617,0.023952095808383235,0.023952095808383235,0.03592814371257485,0.017964071856287425,0.0718562874251497,0.0,0.005988023952095809,0.0,0.0,0.08982035928143713,0.017964071856287425,0.059880239520958084,0.30538922155688625,0.005988023952095809,0.03592814371257485,0.029940119760479042,0.023952095808383235,0.005988023952095809,0.03592814371257485,0.023952095808383235,0.12574850299401197,0.0,0.10179640718562874,0.059880239520958084,0.0,0.011976047904191617,0.03592814371257485,0.059880239520958084,0.0658682634730539,0.005988023952095809,0.041916167664670656,0.011976047904191617
